fundo_municipal_PC,desp_orcament_PC ,receita_PC,fundo_municipal,desp_orcament,receita
391.13,853.83,1127.03,13032721,28450345,37553787
330.37,783.75,1222.85,16290901,38647622,60299791
422.07,1054.00,1063.27,13032721,32545346,32831772
341.35,816.91,1101.31,17919991,42885880,57816600
324.43,955.41,1257.86,14661811,43177838,56846595
324.96,756.22,1055.81,19549081,45492549,63515123
411.36,725.21,1110.56,10903630,19222489,29436525
284.37,961.88,1166.04,21178171,71634029,86838570
572.88,1094.12,1530.21,9774540,18667874,26108528
488.24,837.64,1273.11,9774540,16769501,25487715
532.76,957.24,1390.79,9774540,17562417,25516840
432.07,927.38,1371.77,11403631,24476321,36205186
526.45,892.41,1341.99,9774540,16569341,24916763
486.41,1041.23,1296.79,8145450,17436436,21716016
295.41,725.67,1110.72,19539155,47997502,73465516
521.45,797.23,1223.94,9774540,14944054,22942694
654.77,990.33,1613.89,6516270,9855812,16061406
188.48,569.86,995.21,61339799,185457431,323880830
469.46,890.24,1272.46,11514549,21835010,31209700
516.56,1288.20,1401.54,6516360,16250660,17680409
506.99,981.98,1675.91,6516360,12621423,21540483
516.76,1111.85,1390.65,9774540,21030561,26304090
445.23,1099.57,1213.34,9774540,24139979,26637652
290.86,742.37,1061.39,21178171,54053095,77281812
228.07,615.46,1024.92,27694531,74733601,124453825
572.65,793.59,1369.34,9774540,13545786,23373258
434.81,1078.23,1393.91,9774090,24237477,31333698
537.21,1339.86,1588.17,4885934,12186068,14444404
714.51,1091.26,1717.35,4887270,7464203,11746681
321.84,1278.63,2265.00,14815210,58859131,104264950
514.26,1120.80,1401.68,9774540,21303042,26641753
453.36,914.70,1200.08,9876806,19927621,26144934
223.80,845.16,1370.91,548809948,2072489794,3361737150
549.74,1008.68,1454.84,8145450,14945577,21556403
501.61,912.29,1358.67,6516360,11851587,17650420
785.99,1976.64,2163.69,4887270,12290773,13453845
517.91,918.79,1279.52,7794034,13826799,19255521
339.56,778.72,1017.14,17876387,40995713,53547166
1055.79,1487.85,2465.06,4887270,6887243,11410757
477.83,1004.70,1512.88,4887270,10276109,15473767
473.36,878.38,1194.35,11403631,21160965,28773014
388.14,960.73,1146.08,14661811,36291589,43293299
1173.70,2079.05,2855.01,4887270,8657180,11888274
505.80,1050.95,1268.67,9774540,20309581,24517143
324.71,1210.75,1655.50,17919991,66817504,91362031
504.28,959.00,1408.64,6516360,12392183,18202486
478.98,971.38,1344.39,11403631,23126666,32007157
574.89,1274.10,1471.44,6516360,14441920,16678770
531.46,971.79,1896.45,9774540,17873183,34879575
298.66,777.88,1030.70,19549081,50917082,67465571
253.24,855.33,1119.83,24436351,82534785,108058245
445.92,795.01,1166.51,11403631,20330693,29831217
574.48,1248.31,1438.68,6516360,14159538,16318954
542.62,766.76,1253.18,6516360,9207962,15049424
363.85,797.42,1237.71,14661811,32132848,49874853
387.24,871.21,1244.44,14661811,32985885,47117052
593.61,1247.22,1473.60,8145450,17114403,20220752
437.85,1058.53,1345.82,9774540,23630732,30044146
664.98,1330.02,1785.67,4864986,9730422,13063976
367.68,698.50,1154.24,13169082,25018265,41341369
336.94,753.07,1101.62,16290901,36410764,53263391
224.58,663.77,993.84,26065441,77040176,115349854
524.78,899.63,1311.93,9774540,16756554,24436096
347.81,1075.82,1256.95,13032721,40311960,47099286
517.34,1069.48,1411.32,9774540,20206703,26665464
547.19,1086.36,1237.97,9774540,19405713,22113899
626.63,1172.45,1693.76,6516360,12192329,17613401
378.76,969.12,1216.20,13032721,33346293,41848194
408.52,845.93,1192.56,13169075,27269377,38443274
427.29,829.23,1284.32,11403631,22130406,34275910
638.02,1043.78,1753.96,4887270,7995337,13435346
485.11,976.35,1379.12,8247925,16599895,23447790
242.89,669.17,973.23,60708326,167251649,243249207
476.84,860.63,1257.35,11352188,20489065,29933678
366.79,878.68,1128.35,11403631,27318292,35080550
318.50,1057.22,1192.11,17919991,59483572,67072736
540.39,1090.75,1374.06,9774540,19729450,24853947
290.39,1097.13,1707.36,60708326,229363544,356934760
229.53,711.10,943.84,26065441,80753706,107183234
461.63,1045.88,1411.21,11403631,25836462,34861165
648.14,1014.45,1645.66,6620125,10361609,16808821
370.34,652.11,1110.17,13032721,22948343,39068032
368.24,727.31,1104.45,16290901,32176318,48860713
475.89,1287.40,1347.06,6516360,17628309,18445296
402.73,770.01,1067.96,11403631,21803633,30240270
622.46,961.06,1510.74,8145450,12576465,19769480
516.08,962.23,1391.10,6605805,12316510,17806143
380.25,843.87,1140.82,13032721,28922715,39100435
381.61,553.95,952.48,16290900,23648177,40661542
585.13,1009.97,1495.56,9774540,16871609,24983305
314.98,736.14,1244.98,19549071,45688452,77269918
605.61,1104.60,1558.15,4887270,8914104,12574285
472.20,815.47,1129.88,9774540,16880300,23388606
577.61,920.04,1543.71,8145450,12974348,21769404
567.38,942.07,1327.01,6516360,10819684,15240672
571.37,1161.58,1529.46,8145450,16559428,21803939
412.14,926.48,1310.61,12762043,28688545,40582987
415.39,966.80,1166.64,11403641,26541520,32027793
475.01,1032.52,1363.22,11403541,24787703,32726898
456.99,900.59,1217.80,9774540,19262636,26047498
289.79,712.36,1098.16,17919991,44051199,67908316
292.92,653.37,991.85,21178171,47237744,71709761
561.42,1173.42,1509.16,6516360,13619942,17516781
824.99,1869.87,2003.57,4938402,11193040,11993386
551.41,997.92,1415.80,4888816,8847572,12552444
542.80,904.07,1330.61,6516360,10853334,15973998
411.96,1119.39,1642.11,13032721,35412940,51949751
379.60,818.07,1152.47,11403631,24575790,34621209
420.62,902.69,1360.51,13169075,28262477,42596321
576.26,1518.89,1725.75,6516360,17175610,19514782
350.01,792.37,1101.22,14661811,33192230,46130220
594.12,1645.34,1803.99,4887270,13534540,14839596
368.16,1090.56,1175.14,13032721,38605895,41599881
516.94,1252.32,1397.18,8145450,19732743,22015411
484.77,891.21,1370.69,9056904,16650458,25608591
526.63,766.30,1172.59,8145450,11852313,18136476
478.39,964.47,1674.18,4887281,9852988,17103418
649.45,1152.14,1604.49,7794034,13826799,19255521
540.83,1160.40,1368.40,8145450,17476797,20609408
480.58,1159.92,1349.58,4938415,11919387,13868276
797.79,2150.03,1929.40,4887270,13171112,11819524
391.25,694.08,966.59,7794034,13826799,19255521
262.74,652.69,994.32,21178171,52609734,80146430
548.71,1071.92,1516.41,8230672,16078846,22746168
295.06,778.16,1099.17,21211221,55939322,79016370
503.53,941.12,1364.89,9774540,18269094,26495281
431.71,966.62,1389.27,11403631,25533268,36697685
502.42,858.75,1322.91,9774540,16707038,25737157
282.66,690.82,1088.87,19739227,48241911,76038825
517.11,1149.22,1470.98,8145450,18102460,23170862
527.11,1111.71,1477.41,8145450,17179256,22830435
372.11,874.26,1178.14,11143070,26180458,35280596
569.28,1003.18,1452.77,9774540,17224670,24944134
380.96,907.95,1253.61,16290901,38826822,53608235
368.76,559.22,1074.08,16290942,24705309,47450612
334.06,1183.76,1884.12,14661811,51955038,82694103
618.64,1108.76,1581.05,4887270,8759178,12490263
528.41,1056.26,1470.21,6516360,13025799,18130657
430.83,843.04,1195.18,11403631,22314337,31635328
713.26,1118.36,1723.04,4887270,7662996,11806295
327.63,1101.27,1784.28,61670632,207296026,335860213
553.33,974.09,1389.13,9774540,17207260,24539035
390.48,787.37,1046.12,11403631,22994475,30550808
433.67,1314.20,1513.31,11037308,33447735,38515221
548.52,1065.63,1539.31,4887270,9494743,13715214
325.00,962.61,1227.20,18107478,53633016,68374563
484.07,1141.02,1435.34,8145450,19199986,24152500
283.76,693.78,1105.79,19549081,47795663,76180395
352.13,735.97,1063.68,18107478,37845215,54696745
565.34,1253.85,1345.18,8145450,18065507,19381414
410.00,846.03,1186.33,13032721,26892913,37709714
647.75,990.30,1461.86,4887270,7471824,11029718
519.87,784.16,1253.36,9774540,14743862,23565654
494.54,1118.91,1265.05,9774540,22115158,25003616
632.26,1075.37,1542.53,8145450,13854040,19872472
555.59,983.54,1355.20,9774540,17303448,23842026
381.48,820.86,1036.30,14661811,31548955,39829343
326.08,851.09,1198.92,17919991,46771822,65886802
201.87,775.86,1245.61,21003553,80725472,129601737
719.82,971.23,1704.31,4250526,5735140,10063946
483.63,1077.77,1210.53,5600947,12481649,14019100
384.49,704.24,1017.25,8401421,15388318,22227954
350.76,960.85,1128.85,8401421,23014340,27038100
449.21,536.07,927.26,4969662,5930550,10258244
341.54,802.28,936.09,8401421,19735269,23026762
360.69,917.54,1176.61,11201895,28496012,36541833
520.24,1290.96,1534.98,5600947,13898428,16525558
653.20,2306.22,1564.20,4200711,14831330,10059381
334.17,850.89,1004.75,12675651,32276110,38112182
387.56,681.87,1063.38,9801658,17245137,26893928
405.37,1129.07,1416.40,5650474,15738152,19743138
468.02,983.22,1197.22,7001184,14707934,17909176
400.84,896.22,904.78,5600947,12522862,12642515
296.49,834.68,897.77,12602132,35477865,38159881
245.85,436.15,607.39,7794034,13826799,19255521
273.59,485.36,675.92,7794034,13826799,19255521
632.45,869.51,1379.28,7214394,9918529,15733485
210.01,814.93,949.72,21003553,81504786,94985782
469.09,1472.96,1920.23,7001184,21983953,28659411
469.41,832.74,1159.69,7794034,13826799,19255521
799.55,1260.02,1731.33,4231998,6669265,9163943
93.31,165.53,230.53,7794034,13826799,19255521
470.91,803.50,1023.99,8401421,14335257,18268986
219.76,818.39,936.00,18203079,67787414,77529269
254.91,736.55,1011.90,14002368,40458474,55583600
649.09,1094.41,1645.94,4234665,7139956,10738083
409.73,1533.28,1236.23,4936780,18474476,14895393
768.24,1150.73,1580.70,4201484,6293343,8644823
412.97,842.45,1089.97,8401421,17138724,22174388
700.59,1007.85,1375.91,4200711,6043073,8249930
528.46,1258.12,1274.00,4200711,10000772,10126994
322.73,972.78,1112.18,12602132,37986106,43429462
344.41,852.85,1046.81,9801658,24271368,29791260
377.98,942.14,1059.56,5600947,13960604,15700500
335.80,782.66,1031.52,11201895,26108809,34410346
1397.53,2479.25,3452.67,7794034,13826799,19255521
362.85,987.48,1246.34,9801658,26674720,33667295
366.89,796.69,1010.92,8401421,18243315,23148957
257.57,736.74,874.03,16802842,48062746,57019006
473.56,806.33,1121.86,7001184,11920724,16585591
497.36,905.71,1514.21,4200711,7649668,12789036
735.77,1305.28,1817.76,7794034,13826799,19255521
308.93,818.95,1012.39,5665234,15017838,18565123
582.99,1034.24,1440.31,7794034,13826799,19255521
453.61,671.13,1130.68,8394105,12419266,20923217
410.87,843.18,1411.13,8401421,17241324,28854809
551.59,1394.56,1492.22,5900947,14919054,15963717
409.16,830.92,1280.10,9803124,19907937,30669921
383.19,1084.86,1254.17,8432547,23873462,27599218
352.81,1062.77,1380.35,54731024,164866742,214132057
756.92,1342.80,1870.01,7794034,13826799,19255521
532.61,1019.16,1508.96,4200711,8038110,11901185
334.32,864.35,1024.61,4200711,10860510,12874218
397.30,841.09,1254.04,7001184,14821601,22098718
229.08,988.00,991.40,16802842,72469974,72719370
409.40,1225.91,1279.60,5600947,16771716,17506184
189.80,735.98,1020.73,22403789,86873200,120484914
299.52,1323.93,1021.31,14002368,61893613,47746474
286.26,695.60,955.70,11201895,27220259,37398286
539.90,957.80,1333.85,7794034,13826799,19255521
272.22,899.85,1080.72,16802842,55543472,66707183
353.62,816.34,1151.63,11546534,26655230,37603038
445.26,988.28,1086.19,5600947,12431578,13663210
370.42,858.52,1069.21,8401421,19472039,24250861
522.84,1478.11,1341.62,5567732,15740412,14286860
455.31,625.62,1207.91,8401421,11543850,22288375
273.52,1026.12,1235.40,9801659,36771136,44270455
516.95,759.45,1283.70,4200711,6171253,10431386
454.57,1033.81,1572.18,4200711,9553402,14528557
473.14,1262.34,1025.21,8401540,22415359,18204721
480.93,796.01,1196.43,5600947,9270329,13933647
463.72,927.96,1202.34,7001184,14010324,18152859
526.65,787.10,1019.97,5600947,8370809,10847359
443.94,593.13,1022.99,7760937,10369041,17883972
474.39,810.26,1280.92,4841194,8268668,13071754
440.46,885.13,1075.79,7001184,14069076,17099622
437.82,655.76,1195.64,7001184,10486202,19119510
1062.29,1884.53,2624.44,7794034,13826799,19255521
469.84,924.78,1219.17,5600947,11024340,14533669
385.88,1060.88,1347.61,9801658,26947377,34230612
684.15,902.81,1398.73,4200711,5543226,8588218
248.06,726.80,1035.50,15402635,45129234,64297017
463.62,951.66,1185.89,5600947,11497054,14326776
378.21,920.03,1292.80,9904818,24094781,33857119
389.81,868.09,1164.15,9801658,21828223,29272617
446.29,1196.61,1406.94,5600947,15017486,17657070
507.29,1254.62,1297.86,5600947,13852254,14329708
226.79,838.11,1216.95,56131261,207436228,301201786
545.15,967.11,1346.82,7794034,13826799,19255521
247.99,713.00,996.48,15402605,44284702,61891164
394.23,1095.41,1192.54,9801658,27235223,29650055
492.69,1160.84,1482.14,4200711,9897306,12636753
504.79,895.52,1247.12,7794034,13826799,19255521
412.22,1397.66,1625.44,8401421,28485692,33128057
453.65,763.14,1208.18,7001184,11777570,18645818
1044.95,1878.35,2522.01,4200711,7550981,10138494
291.28,773.76,983.52,13423165,35657160,45323589
391.53,1077.68,1193.07,4200716,11562465,12800465
248.32,444.67,600.61,3827102,6853323,9256587
512.25,1646.80,1233.55,5600947,18006137,13487626
538.97,1198.94,1438.68,4200711,9344520,11213060
399.42,801.04,1244.11,4200711,8424537,13084264
606.78,1557.24,1683.99,4200711,10780757,11658261
490.32,841.22,1175.14,5600947,9609243,13423576
491.74,1169.73,1258.45,5600947,13323198,14333770
645.27,1127.66,1378.65,4200711,7341084,8975011
398.09,1119.49,1222.81,7001184,19688528,21505554
415.43,866.53,1252.42,7957480,16598402,23990178
522.01,1121.07,1394.54,4202741,9025728,11227423
398.22,923.23,1134.83,5600947,12985293,15961447
462.12,1236.43,1526.14,7001184,18731970,23120999
383.89,880.40,1079.20,8401421,19267593,23618244
316.03,780.57,1041.76,9801658,24209394,32310217
406.04,770.08,1311.63,5600947,10622419,18092671
517.46,774.27,1252.98,4200711,6285532,10171721
410.79,703.72,971.24,8401421,14392391,19863746
343.94,934.75,1085.22,8401421,22833228,26508718
492.42,1187.78,1304.06,7001184,16887869,18541164
348.90,743.29,906.92,11073258,23590452,28783963
443.72,1172.44,1360.10,4176756,11036183,12802660
472.45,857.92,1249.02,8401615,15256342,22211375
449.37,713.50,1149.96,5600947,8893047,14333098
859.92,1620.96,1843.48,4200711,7918392,9005387
1698.05,3012.37,4195.10,7794034,13826799,19255521
439.08,1164.39,1119.83,8401421,22279353,21426742
455.66,796.83,1164.87,8475711,14821802,21667716
421.23,1110.78,1174.56,5552183,14641141,15481920
208.57,398.82,637.27,21925342,41924753,66990338
447.74,784.08,1223.01,8401421,14712480,22948540
417.92,821.84,1084.28,8401421,16521461,21797195
323.89,801.16,1200.87,11201895,27708920,41533444
478.39,924.38,1499.52,8401421,16233957,26334552
431.40,765.31,1065.78,7794034,13826799,19255521
385.77,1027.53,1329.30,5600947,14918722,19300074
348.68,873.54,1161.76,7001184,17539908,23326972
319.46,685.66,1123.14,12602132,27047752,44305578
369.59,970.24,1210.53,8401421,22055521,27517668
334.57,135.60,420.80,11464662,4646728,14419388
405.78,655.33,1013.33,5600947,9045531,13987016
398.93,1175.98,1214.16,8457711,24932033,25741312
359.59,1158.99,1536.11,11201895,36104903,47852958
232.89,809.01,980.38,18203079,63233572,76628622
389.08,888.08,1301.71,8566067,19552046,28658409
402.65,777.11,1327.81,6998532,13506937,23078701
384.64,1101.28,1255.60,7580387,21704006,24745441
379.26,1101.44,1601.11,8165557,23713947,34471896
1292.54,2293.00,3193.29,7794034,13826799,19255521
281.73,566.32,865.46,12602132,25331928,38712819
484.54,1123.94,1260.62,5592050,12971345,14548799
659.04,1375.22,1563.09,4200711,8765655,9963165
407.88,1153.36,1187.74,7001184,19797448,20387600
727.26,1290.17,1796.73,7794034,13826799,19255521
401.39,732.73,1025.43,5600947,10224501,14308868
372.30,665.09,1089.98,9801658,17509865,28695813
415.73,909.74,1329.31,8401421,18384953,26864090
574.02,840.06,1459.70,4200711,6147568,10682063
196.94,349.37,486.55,7794034,13826799,19255521
766.30,1603.75,2278.92,4204669,8799760,12504445
594.92,1115.66,1393.49,4200711,7877664,9839434
286.42,899.59,955.42,11201895,35182811,37366660
246.16,823.75,1031.22,19024113,63661002,79694716
245.84,642.03,972.39,18203079,47537467,71999008
371.38,1037.69,1288.49,8409563,23497368,29176628
335.78,989.11,1183.63,9801658,28873057,34551371
346.10,753.26,1003.02,11201895,24380005,32463750
480.31,790.45,1171.90,5600947,9217436,13665470
563.97,1000.49,1393.31,7794034,13826799,19255521
490.01,995.68,1431.34,7001250,14226242,20450995
472.02,932.88,1261.58,8401421,16604418,22454833
309.36,858.33,969.52,12602132,34964765,39494388
294.38,522.24,727.28,7794034,13826799,19255521
1116.14,1980.07,2757.49,7794034,13826799,19255521
272.29,953.61,1028.38,9150847,32047824,34560633
856.01,2244.05,1871.05,4024957,10551506,8797686
409.39,808.47,1076.52,4200711,8295705,11046186
266.31,334.01,535.97,3234630,4056897,6509854
236.41,406.20,647.00,4709236,8091577,12888290
455.03,1267.95,1605.46,5600947,15607137,19761646
720.74,1278.60,1780.61,7794034,13826799,19255521
487.38,1309.02,1242.29,8401421,22564808,21414566
393.20,911.57,1110.78,9801658,22723529,27689420
335.68,620.09,836.05,54731024,101102537,136314178
560.39,1184.88,1293.93,4200711,8881841,9699289
270.39,1133.53,1526.22,274404974,1150349664,1548867671
416.88,1136.89,1249.34,8401421,22911766,25178037
325.21,667.58,984.63,12713566,26097765,38491991
465.66,1289.53,1453.91,5600947,15510444,17487606
949.31,1793.66,1961.22,4200711,7936951,8678393
400.66,1016.72,1366.14,7001184,17766219,23871979
689.77,1261.59,1636.99,4200711,7683085,9969296
709.74,1249.07,1577.67,4227897,7440697,9398173
373.58,662.74,922.95,7794034,13826799,19255521
650.04,1153.19,1605.97,7794034,13826799,19255521
409.59,1155.30,1188.20,4200711,11848808,12186158
466.80,1292.99,1337.13,8401421,23271182,24065649
712.43,1263.88,1760.10,7794034,13826799,19255521
407.01,1252.42,1184.60,6919921,21293710,20140507
746.27,1323.90,1843.69,7794034,13826799,19255521
910.62,1962.20,1838.66,4200711,9051610,8481754
538.83,1708.11,2245.08,4200711,13316446,17502680
350.10,707.10,927.17,9801658,19796605,25958075
352.06,1094.40,1121.42,54731024,170135928,174335392
443.28,868.59,1133.08,8401421,16462465,21475329
750.66,1335.38,1785.06,4200711,7472783,9989178
321.62,909.47,1070.68,12602132,35635607,41952647
330.12,940.44,1126.55,11201895,31911893,38227185
370.55,882.37,1038.89,8465573,20158612,23734431
147.65,261.93,364.77,7794034,13826799,19255521
341.90,693.30,1070.07,8401421,17036445,26294731
283.38,684.77,1095.33,14002368,33835883,54122499
282.90,464.08,950.79,14002368,22970095,47060384
373.13,1392.59,1034.37,4200711,15677818,11644909
249.67,442.93,616.83,7794034,13826799,19255521
353.84,701.24,1082.04,11201895,22199768,34255294
279.08,850.23,1012.44,14002368,42658399,50797060
495.58,929.56,1224.48,4682740,8783402,11570095
846.79,1268.02,1592.34,4682740,7012136,8805656
383.66,577.52,829.05,10926393,16447318,23610578
474.82,939.61,1117.79,9344861,18492391,21999141
459.90,664.71,1065.66,6243653,9024075,14467432
893.82,1175.58,1621.96,4682740,6158849,8497452
3294.18,5843.96,8138.43,7794034,13826799,19255521
432.83,767.86,1069.34,7794034,13826799,19255521
514.56,835.54,1085.88,9365480,15207749,19764082
2242.69,2116.06,3277.11,4682740,4418331,6842600
610.05,878.15,1209.26,4682740,6740682,9282258
543.75,846.63,1180.06,9365480,14582277,20325303
493.45,1030.60,1063.69,6243653,13040163,13458926
496.08,811.54,1223.74,9365480,15321038,23102990
458.53,775.49,978.98,10926393,18479050,23328079
2430.07,1897.24,3534.87,4682740,3655989,6811701
723.76,974.32,1380.61,4682740,6303826,8932539
490.80,897.07,1175.01,9365480,17117948,22421593
1329.57,1632.07,2173.29,4682740,5748152,7654318
584.47,1187.19,1522.41,4682740,9511727,12197513
428.61,885.51,1236.98,9365480,19349314,27029152
1109.65,1424.17,1933.77,4682740,6009984,8160498
570.65,1042.19,1348.39,4682740,8552180,11064900
550.54,976.68,1360.14,7794034,13826799,19255521
834.56,1207.69,1571.85,4682740,6776361,8819656
78.16,138.66,193.10,7794034,13826799,19255521
547.91,504.26,953.87,9365480,8619303,16304540
655.57,771.11,1259.33,4682740,5508027,8995416
1522.84,1589.57,2632.93,4682740,4887937,8096251
814.25,1054.16,1628.29,4682740,6062497,9364316
752.01,1368.88,2187.07,4682740,8524020,13618912
3247.51,5761.17,8023.13,7794034,13826799,19255521
930.04,1161.45,1538.76,4682740,5847914,7747665
577.90,960.75,1159.60,6243653,10379949,12528368
462.14,897.46,1150.75,7804567,15156298,19433861
760.68,950.76,1508.83,4682740,5852909,9288339
916.21,1173.64,1669.99,4682740,5998486,8535333
475.78,962.92,1143.16,6243653,12636356,15001666
755.52,971.97,1431.15,4682740,6024279,8870273
459.95,1233.33,1696.48,9365480,25113033,34543744
930.04,944.13,1668.10,4682740,4753687,8398877
296.32,1501.03,2141.68,17170047,86975574,124097646
494.18,1105.33,1333.20,4717461,10551452,12726740
1316.49,1594.91,2135.36,4682740,5673091,7595458
563.26,845.38,1177.33,9433439,14158444,19717960
687.22,1224.57,1771.08,4682740,8344221,12068128
648.58,989.51,1350.11,4682740,7144262,9747760
293.82,745.52,984.62,17172578,43572846,57546913
1555.13,1796.80,2506.42,4716719,5449696,7601965
1382.66,2452.86,3415.92,7794034,13826799,19255521
814.53,1240.88,1490.17,4682740,7133792,8566963
154.06,772.95,1162.75,59344791,297750623,447906379
836.05,1181.65,1587.81,4682740,6618415,8893351
1201.01,1548.99,2014.84,4682740,6039512,7855855
1905.45,2366.34,2906.33,4531161,5627166,6911253
663.47,1062.99,1411.63,4682740,7502594,9963260
973.14,1149.83,1626.30,4682740,5532991,7825770
379.93,735.08,996.07,10926393,21140224,28645871
1030.76,1291.62,1887.51,4682740,5867843,8574944
510.02,944.97,1076.87,9365480,17352560,19774632
711.23,1200.55,1306.48,4682740,7904391,8601868
437.64,1112.93,1676.19,9365480,23816763,35870381
999.09,1283.03,1749.33,4682740,6013578,8199120
515.19,760.02,1067.05,7804567,11513480,16164736
2644.12,2445.86,3478.78,4682740,4331615,6160923
480.07,794.83,1152.38,7804567,12921518,18734271
1135.16,2013.81,2804.47,7794034,13826799,19255521
468.79,884.25,1088.09,9365480,17665570,21737902
679.74,869.76,1330.62,4682740,5991771,9166640
754.69,1490.30,1757.32,4680583,9242812,10898910
898.97,1253.89,1781.05,4682740,6531530,9277496
1869.36,1769.78,2885.48,4682740,4433302,7228128
955.66,1473.89,1910.48,4682740,7222082,9361352
586.00,982.90,1189.46,4682740,7854350,9505009
1333.35,1353.84,2010.62,4682740,4754677,7061283
707.79,1092.29,1396.33,4682740,7226610,9238100
586.57,994.65,1362.09,6168984,10460784,14325076
1296.51,1606.60,2263.68,4716719,5844809,8235275
1411.74,1729.62,2178.46,4682740,5737149,7225956
401.59,780.31,1112.54,12487307,24263663,34594318
547.45,934.06,1189.22,6243653,10652898,13562998
1596.57,1976.62,2434.71,4682740,5797441,7140993
559.07,985.92,1323.01,4682741,8258094,11081509
310.34,612.85,1011.96,17170057,33906351,55987787
562.61,915.20,1175.96,7804567,12695603,16312963
1482.32,1518.01,2286.61,4682650,4795384,7223410
781.13,879.12,1349.74,4710988,5301967,8140274
686.58,1218.01,1696.22,7794034,13826799,19255521
515.15,944.66,1067.00,9365480,17173974,19398086
446.32,440.19,755.82,10926393,10776365,18503189
403.82,618.62,950.65,9365480,14347148,22047497
462.51,879.95,1045.97,7861199,14956539,17778381
459.05,838.02,1012.81,4682740,8548674,10331646
559.79,967.51,1230.55,7804567,13489043,17156342
621.22,1008.88,1325.88,4682740,7604913,9994471
303.45,1023.36,1584.96,219552774,740412734,1146739454
627.80,897.90,1300.20,4682740,6697454,9698193
465.22,814.19,1139.40,7804567,13658781,19114641
704.93,903.33,1379.28,4682860,6000850,9162546
609.91,925.11,1195.01,6243653,9470370,12233324
632.38,888.30,1229.98,6213775,8728448,12085811
1000.37,1250.17,1906.98,4682740,5852069,8926581
635.38,1072.77,1456.81,4682740,7906351,10736667
421.89,834.20,1018.54,10927018,21605714,26380280
1648.27,2796.76,2779.41,4682740,7945589,7896300
653.27,1070.59,1350.60,4680050,7669679,9675684
1187.91,1250.80,1925.88,4682740,4930670,7591812
532.28,690.04,1199.70,6243653,8094136,14072443
1165.15,1329.53,1946.72,4682740,5343396,7823877
834.27,1025.94,1416.17,4682740,5758582,7948966
332.09,753.19,970.28,14048220,31862177,41045665
580.32,845.55,1111.86,6243659,9097298,11962517
615.42,951.05,1627.31,4682762,7236539,12382201
442.27,812.63,1025.00,9365480,17208178,21705404
764.76,1096.26,1622.58,4720845,6767230,10016195
483.93,791.39,1088.85,6243653,10210463,14048393
636.79,1729.95,2196.23,4716719,12813744,16267441
1083.72,1081.85,1855.05,4682740,4674685,8015691
1733.06,2042.51,2567.50,4682740,5518852,6937375
788.47,1206.46,1572.32,4682740,7165183,9338016
499.85,776.51,1115.81,6243653,9699339,13937579
938.42,1273.18,1740.30,4682740,6353153,8684113
1038.76,1211.69,1681.94,4682740,5462278,7582178
404.75,747.56,1085.79,12487307,23063691,33498711
494.53,850.15,1077.15,4682722,8050025,10199501
590.92,767.70,1172.49,6243653,8111511,12388479
643.23,979.14,1291.73,4682740,7128106,9403776
592.77,829.22,1108.25,6243653,8734140,11673232
771.46,1163.49,1471.76,4682740,7062385,8933585
1073.78,1640.38,1882.40,4682740,7153686,8209151
675.62,884.84,1287.94,4682740,6132820,8926727
1285.24,1393.35,2110.64,4661580,5053677,7655309
2661.90,4722.27,6576.34,7794034,13826799,19255521
3728.30,3710.83,5215.94,4682740,4660805,6551219
2097.06,2020.68,3082.93,4682740,4512183,6884183
232.57,863.10,949.76,23413700,86891672,95616180
529.66,758.92,1114.19,6243653,8946125,13134081
1258.46,1393.63,2079.73,4682740,5185694,7738675
626.62,1248.51,1559.70,4684012,9332609,11658737
404.20,703.84,1085.72,10926393,19026203,29349076
500.09,1280.40,1569.78,7733950,19801453,24276694
513.97,952.56,1330.79,9365480,17357468,24249606
557.92,624.46,961.67,6243653,6988338,10762101
671.07,1155.30,1537.24,4682740,8061655,10726864
908.39,1129.96,1642.56,4682740,5824919,8467408
604.65,744.01,1158.98,6243653,7682641,11967679
457.83,812.19,1131.08,7794034,13826799,19255521
458.23,813.85,1104.78,7804567,13861574,18816572
1248.40,1569.34,2749.14,4682740,5886606,10312034
1177.16,1722.14,2363.25,4682740,6850680,9400995
388.89,864.37,947.70,12487307,27755038,30430587
1215.03,1421.57,1910.01,4682740,5478732,7361193
440.05,973.17,1034.82,9365480,20712078,22024053
603.11,1069.94,1490.02,7794034,13826799,19255521
342.23,823.13,949.94,14048220,33788475,38994267
2756.15,2659.18,4021.19,4682698,4517946,6832001
532.70,930.67,1149.05,9365480,16362087,20201457
812.27,1345.35,1557.19,4682740,7755963,8977213
1433.78,1537.69,2318.20,4682740,5022105,7571257
1098.20,1398.79,1902.65,4682740,5964442,8112902
1124.58,1435.00,2024.73,4682740,5975322,8430963
2719.36,3199.10,3899.20,4682740,5508852,6714414
563.24,960.01,1128.49,4682740,7981556,9382254
475.56,965.01,1206.86,10926393,22172077,27728891
1334.87,1472.05,2121.71,4682740,5163934,7442968
521.35,593.64,949.48,6243653,7109456,11370994
703.33,1107.90,1482.96,4682740,7376384,9873571
723.65,914.22,1291.28,4682740,5915913,8355874
872.18,1398.90,1657.35,4682740,7510691,8898335
2202.33,3906.98,5440.95,7794034,13826799,19255521
530.24,847.23,1047.03,7804567,12470451,15411277
878.40,1241.32,1617.23,4682740,6617478,8621437
1072.67,1902.95,2650.09,7794034,13826799,19255521
