fundo_municipal_PC,desp_orcament_PC ,receita_PC,fundo_municipal,desp_orcament,receita
1790.72,2411.65,3351.44,4682740,6306467,8764018
220.56,699.88,1015.98,26535527,84202031,122232641
1022.21,1232.82,1786.94,4682740,5647553,8185957
1775.24,1494.88,2466.67,4683085,3943506,6507086
353.85,968.88,1035.18,10926393,29918128,31965170
1131.64,923.24,1744.60,4682740,3820373,7219138
3220.68,5713.55,7956.83,7794034,13826799,19255521
1640.19,1912.55,2523.65,4682740,5460319,7205012
1392.02,1410.42,2194.39,4682740,4744663,7381923
1077.98,1153.42,1681.85,4682740,5010455,7305978
1065.23,1173.62,1897.23,4682740,5159239,8340232
619.08,1217.41,1209.36,4682740,9208525,9147602
779.16,1176.46,1417.93,4682740,7070506,8521782
983.77,1254.64,1726.08,4682740,5972092,8216142
1415.04,2510.31,3495.92,7794034,13826799,19255521
490.44,749.88,991.01,9365480,14319668,18924394
1109.92,1370.52,1764.17,4682740,5782233,7443017
1448.42,1322.56,2233.49,4682740,4275830,7220883
2780.72,2865.83,4136.36,4682740,4826064,6965632
1176.24,1408.99,1889.60,4716719,5650032,7577316
1175.09,1091.68,1739.48,4682740,4350341,6931833
604.38,1063.07,1258.84,4682740,8236704,9753473
699.33,891.10,1451.03,4682740,5966785,9716130
565.50,1119.02,1219.24,6243653,12355085,13461598
1447.50,1147.40,2183.74,4682662,3711828,7064412
311.29,423.67,711.88,15609133,21243975,35695675
452.19,826.42,1085.67,4625908,8454236,11106430
481.28,887.95,1095.41,6243653,11519415,14210750
1461.57,1593.48,2208.73,4682881,5105512,7076784
1574.03,1489.75,2678.47,4682740,4432009,7968448
664.22,959.58,1293.98,4682740,6765032,9122580
750.68,906.72,1401.11,4682740,5656103,8740136
1065.47,1389.53,2071.41,4682740,6107005,9103853
635.12,1040.86,1333.84,4682740,7674236,9834413
409.34,694.63,932.65,10926393,18541784,24895166
568.06,1023.41,1289.50,7804567,14060570,17716411
1477.67,1725.71,2264.99,4682740,5468779,7177750
284.65,767.04,997.69,18730960,50473691,65651023
583.16,1045.84,1248.85,9365480,16796217,20056535
456.32,766.15,996.92,4682740,7862279,10230352
522.53,807.41,1107.29,7804567,12059495,16538514
525.58,1029.14,1177.79,7412226,14513993,16610409
551.44,939.37,1157.50,7804567,13294930,16382042
1664.68,1609.55,2675.21,4682740,4527664,7525359
507.89,749.02,1065.81,4682740,6905927,9826785
535.15,917.07,1109.82,7804567,13374570,16185633
507.28,963.58,1230.23,4716719,8959324,11438714
1870.10,2101.57,2804.68,4682740,5262323,7022921
928.19,1031.86,1541.43,4682740,5205727,7776499
2256.74,1666.59,3166.51,4682745,3458182,6570504
265.01,492.90,861.46,25024476,46544247,81346821
380.37,737.79,1041.62,13346387,25887607,36548404
569.75,1176.91,1395.68,10019709,20697058,24544496
441.37,903.47,1203.80,10009791,20489785,27300943
403.28,937.40,1197.50,13346387,31023268,39631156
373.17,765.76,1027.91,15014686,30810431,41357990
606.26,861.65,1329.85,8341492,11855475,18297367
380.90,995.68,1106.01,14251358,37253516,41381405
348.68,618.57,861.43,7794034,13826799,19255521
453.45,942.39,1201.53,9948234,20675035,26360317
654.11,949.78,1465.22,6673194,9689665,14948154
429.28,761.56,1060.56,7794034,13826799,19255521
234.96,458.23,772.04,18163132,35422109,59680401
291.01,709.14,933.51,20019581,48783951,64218658
658.88,1211.90,1416.88,8417859,15483238,18102014
368.62,803.23,1015.66,15014686,32717077,41370002
440.84,1037.91,1325.92,5004895,11783406,15053126
482.69,1131.96,1326.39,9775881,22925504,26863417
299.42,854.23,1165.08,21687880,61873366,84389216
555.96,1323.95,1657.62,6673194,15891421,19896437
312.80,636.13,915.25,18351283,37320649,53696000
383.96,943.23,1156.33,13499121,33162212,40654287
366.63,697.78,983.98,16682984,31751216,44774178
396.94,826.97,1031.11,15014686,31281155,39002679
399.69,734.09,1150.74,15014686,27577000,43228625
565.91,1262.82,1569.67,5004895,11168378,13882127
684.95,1200.95,1459.92,5004895,8775322,10667670
332.33,766.32,1012.60,15014686,34622249,45749071
665.35,856.72,1285.80,8341492,10740681,16120080
352.20,662.82,1003.86,18351283,34536028,52306156
301.94,1493.06,2087.60,55867188,276252700,386257271
375.39,1018.21,1113.67,11589537,31435053,34382408
531.90,882.65,1071.85,10009791,16610579,20171230
293.26,520.25,724.52,7794034,13826799,19255521
599.84,958.38,1322.49,6673194,10661938,14712696
886.14,1453.62,1941.74,5004895,8210058,10966943
375.17,624.84,1089.94,54198890,90268720,157459746
487.69,848.85,1146.87,8341492,14518735,19616064
613.69,1604.24,2140.22,5005232,13084203,17455615
476.25,890.86,1165.35,11678089,21844870,28575436
510.89,915.67,1267.31,10009791,17940798,24830395
538.91,1036.73,1273.94,10009792,19256239,23662193
566.39,1030.10,1300.18,6673194,12136601,15318703
267.43,683.73,782.89,20019581,51182874,58605763
179.25,658.65,1013.96,56448526,207417119,319307322
605.96,983.23,1588.35,8341632,13535087,21865198
352.89,885.01,1006.00,13346387,33471153,38047052
619.15,899.70,1554.98,6673194,9696916,16759571
537.99,1006.94,1335.39,6673194,12490115,16564232
497.08,1088.40,1471.31,10009791,21917180,29627798
480.94,768.77,1087.75,11678089,18667226,26412673
478.87,841.67,1165.18,8341492,14661041,20296338
531.29,1513.85,1860.16,6615652,18850492,23162656
736.10,1284.26,1388.76,12648430,22067381,23863017
427.97,1034.77,1119.37,10010184,24203370,26182082
394.22,1143.95,1546.08,13346387,38728362,52342549
493.68,952.14,1362.20,8351549,16107293,23044253
315.18,822.84,1016.38,20019581,52264480,64557537
421.87,963.09,1202.21,13346387,30468318,38033017
486.60,797.60,1112.92,10009791,16407516,22893958
2963.51,5257.34,7321.49,7794034,13826799,19255521
584.96,625.15,1155.62,6686049,7145471,13208735
526.78,901.37,1252.74,11678089,19982387,27771994
398.77,1207.71,1720.39,11678089,35367666,50381709
583.61,907.97,1166.78,8341492,12977545,16676838
418.39,673.55,994.02,11678089,18800041,27745105
232.05,733.19,1048.29,30029372,94881020,135656466
402.43,678.50,955.98,11678089,19689494,27741668
290.47,1018.12,1320.47,21972199,77014820,99885877
730.11,1545.09,2015.03,5004895,10591573,13813006
283.66,642.13,1046.68,21687880,49096236,80026805
545.20,1332.20,1514.45,10009791,24459205,27805286
433.26,859.93,1149.11,11678089,23178484,30973113
664.31,1215.64,1652.23,5004895,9158607,12447883
245.29,621.41,1058.59,25024476,63396861,107998817
567.09,911.99,1259.82,6679783,10742323,14839434
437.16,711.32,1037.28,8341493,13572701,19792293
1113.19,1552.87,2274.51,5004895,6981722,10226204
268.96,2788.59,4488.94,21687880,224863493,361974448
277.17,491.71,684.76,7794034,13826799,19255521
1145.55,2910.68,4823.02,5004895,12716744,21071775
444.78,896.64,1246.96,11678089,23542183,32740057
457.40,719.22,1397.71,10009791,15739330,30587481
377.04,768.66,1019.21,13346387,27209164,36078007
600.93,1016.54,1324.80,8341492,14110588,18389522
491.32,928.82,1801.29,11678089,22077197,42814825
531.58,1450.27,1899.90,8341492,22757605,29813279
86.67,596.19,957.62,55867188,384313826,617299426
580.23,1240.83,1568.92,6673194,14270788,18044124
527.31,1025.38,1360.25,8341492,16220464,21517814
597.40,902.01,1349.68,8341492,12594818,18845520
379.86,783.92,1001.43,11678089,24099963,30786921
528.85,1285.13,1583.42,8341492,20270315,24975349
629.31,1072.69,1539.39,6673194,11374841,16323703
608.65,1040.30,1437.17,8341492,14257283,19696428
573.65,958.96,1260.67,8341492,13944282,18331411
521.12,927.02,1139.31,8341492,14838823,18236891
484.52,1179.93,1396.25,10009791,24376089,28845091
550.05,1275.49,1590.56,6673194,15474254,19296615
534.20,1047.01,1231.26,8341492,16349064,19226061
441.46,920.85,1269.41,10047687,20958449,28891770
364.38,763.31,1153.62,13346387,27958696,42254963
331.02,686.35,971.03,18351283,38050604,53832773
488.11,919.32,1176.67,11678089,21994720,28151741
490.82,798.31,1175.24,6673194,10853771,15978609
553.55,929.93,1282.00,10009791,16815908,23182385
545.64,1096.65,1455.51,6673194,13412009,17800895
582.99,863.69,1159.63,8341492,12357672,16591992
323.68,690.89,1134.15,18351283,39170889,64301645
379.21,765.59,1026.03,11678089,23577117,31597643
147.88,611.20,902.55,55867188,230899012,340964483
437.53,1075.43,1341.12,10009791,24603712,30682153
632.89,1164.90,1564.52,8341492,15353435,20620431
311.07,642.40,944.64,20019581,41343307,60794928
306.82,873.24,1317.16,18263521,51980500,78405089
611.17,1386.44,1520.62,5004895,11353533,12452328
460.14,887.22,1284.23,11800193,22752793,32934000
606.60,1153.64,1554.91,6673194,12691218,17105547
494.95,1218.56,1330.97,10009791,24644119,26917627
412.59,861.21,1121.63,11811731,24654738,32110034
324.84,740.91,935.93,16682984,38050898,48066410
185.94,555.28,819.08,55867188,166843079,246104190
477.93,1067.18,1230.65,10009791,22351009,25774768
318.12,625.45,986.47,20019581,39360200,62079789
410.76,1390.07,2116.04,13346387,45166288,68754279
190.05,753.48,1080.74,55867188,221493605,317695198
593.59,968.41,1262.72,6673193,10886893,14195520
421.04,1155.30,1191.24,10124341,27780343,28644657
496.55,0.00,1175.12,6673194,0,15792396
482.84,917.27,1229.34,11678089,22185103,29732873
742.68,1174.36,1742.15,5004895,7913995,11740379
199.98,939.85,1646.56,307503712,1445209553,2531927555
522.38,965.63,1285.97,10009791,18503431,24641814
337.87,772.26,1078.44,15014686,34318379,47924951
451.89,1200.84,1636.53,10009791,26599705,36250874
742.14,1144.89,1712.96,8341641,12868593,19253726
537.47,980.81,1230.32,5004895,9133295,11456743
324.06,664.50,1043.17,18351283,37629980,59073528
544.88,1008.63,1334.44,8341492,15441135,20428964
455.92,734.81,1067.98,10009791,16132666,23447505
613.62,1094.23,1651.93,8341492,14874974,22456339
567.06,891.66,1285.36,6673194,10493055,15126078
247.63,584.53,814.63,21687880,51194179,71347188
627.59,1016.66,1546.80,8391492,13593735,20682213
385.10,845.80,1161.25,15186511,33354301,45793884
512.49,867.03,1234.86,6673194,11289661,16079146
455.36,852.40,1167.83,5004895,9368713,12835644
478.67,770.25,1091.67,6673194,10738061,15219007
313.34,641.55,882.69,16682984,34157650,46996301
378.36,726.59,950.05,13346387,25629864,33511982
469.68,889.93,1261.26,10009791,18966113,26879927
488.57,1053.48,1266.61,10009791,21583710,25950407
550.59,865.97,1339.78,10009791,15743415,24357245
409.18,794.24,1024.76,13346387,25905762,33424492
419.32,884.07,1146.75,13346387,28139065,36499987
243.20,558.82,849.96,25024476,57499856,87456979
588.81,1092.49,1363.08,10009790,18572265,23172404
273.73,623.10,946.81,21687880,49369083,75017525
546.06,1133.76,1495.73,10009791,20782958,27418173
395.02,816.67,1293.34,13346387,27592905,43698098
372.61,819.39,1117.52,15014686,33018234,45031537
599.46,1361.38,1626.91,6673194,15154862,18110728
871.33,1280.27,1964.66,5004895,7353897,11285006
313.62,650.99,979.37,18351283,38092441,57307943
441.90,813.10,993.55,11678089,21487688,26256522
524.42,849.71,1161.64,6673194,10812525,14781922
453.59,714.99,997.56,10009791,15778294,22014233
483.21,1196.31,1449.44,10009792,24781592,30025232
401.95,679.54,976.68,10009791,16922471,24322311
742.90,1595.47,1708.81,5004895,10748694,11512241
539.55,1088.63,1351.31,5005909,10100292,12537469
340.94,706.51,983.60,18351283,38027739,52942226
375.38,632.43,935.41,13346387,22485277,33257583
511.16,851.36,1107.85,6673194,11114491,14462937
447.16,980.06,1226.75,11678089,25595304,32037734
555.88,695.73,1435.07,8341492,10440117,21534611
409.82,815.13,1221.92,10009791,19909498,29845457
631.53,1606.90,1595.77,5004895,12734709,12646508
519.65,936.64,1278.78,8341492,15034980,20526972
852.55,1512.45,2106.27,7794034,13826799,19255521
635.70,1082.07,1610.31,5004895,8519130,12677994
549.32,890.06,1249.62,10009791,16218600,22770641
380.00,758.17,1108.01,11678089,23300175,34051443
218.21,611.90,861.08,28361073,79530785,111918264
567.13,1309.70,1518.56,7992624,18457566,21401027
567.43,941.41,1210.26,3829601,6353571,8168031
751.20,919.43,1153.80,3829601,4687259,5882072
387.98,774.47,1251.18,6382669,12740795,20583104
520.52,659.15,1076.52,3821170,4838788,7902750
743.18,877.49,1484.88,3829601,4521706,7651570
464.65,778.93,1075.95,6340589,10629252,14682357
295.94,682.48,821.36,11488803,26495145,31886663
758.34,1110.65,1539.82,3829601,5608794,7776088
446.99,884.54,1000.69,7659202,15156570,17146891
191.99,265.82,403.41,1280942,1773529,2691562
856.68,1519.76,2116.46,7794034,13826799,19255521
2564.67,4549.79,6336.14,7794034,13826799,19255521
662.68,1094.58,1402.70,3829601,6325576,8106217
1569.51,1424.62,2166.92,3829601,3476066,5287283
816.89,967.61,1557.51,3829601,4536153,7301626
510.41,919.97,1344.49,3829601,6902498,10087720
461.38,639.55,1007.95,5106135,7077873,11154959
485.56,923.33,1642.81,5106135,9709751,17275801
2023.37,3589.51,4998.84,7794034,13826799,19255521
245.02,701.52,815.89,10989352,31462963,36592488
489.97,592.74,788.83,1584548,1916912,2551078
579.63,789.13,1190.15,3829601,5213794,7863310
346.70,740.36,1094.88,8935736,19081979,28219326
1013.66,1274.47,1703.15,3829601,4814940,6434518
1166.14,1107.15,1831.52,3829601,3635883,6014698
386.40,724.64,1031.81,3829601,7181861,10226225
1465.32,2599.51,3620.14,7794034,13826799,19255521
636.68,900.24,1458.39,3829601,5414959,8772200
608.26,849.94,1353.59,3829601,5351202,8522190
876.54,1173.42,1495.74,3829601,5126687,6534874
338.46,781.80,1061.28,7659050,17691443,24015800
722.02,1294.95,1653.91,3829601,6868417,8772317
710.11,890.77,1304.06,3829601,4803942,7032798
618.38,844.98,1207.23,3829608,5232991,7476378
480.74,737.69,1058.39,3829601,5876448,8431116
994.70,1226.66,1876.43,3829601,4722655,7224251
401.55,836.95,1090.85,7659202,15964008,20806864
480.26,1036.56,1297.82,3829601,8265522,10348796
385.74,834.85,1006.75,3829601,8288433,9995047
1145.56,1162.86,1992.86,3829601,3887454,6662129
534.64,832.06,1343.19,3829601,5960020,9621252
669.34,696.75,1305.06,3795815,3951265,7400983
708.14,1150.36,1472.20,3829601,6221165,7961633
823.44,870.88,1856.86,3864407,4087057,8714260
684.84,927.84,1386.63,3829601,5188506,7754033
562.93,900.16,1168.46,3829601,6123765,7949014
264.91,609.44,884.39,11968007,27532458,39954024
976.69,1294.80,1846.13,3829601,5076916,7238687
382.58,637.65,933.67,7659202,12765728,18692065
466.19,797.68,1140.60,5106135,8736949,12493023
2009.81,3565.45,4965.32,7794034,13826799,19255521
500.01,811.21,1137.62,5106135,8284044,11617379
693.14,947.02,1428.18,3829601,5232262,7890720
793.54,1140.33,1881.17,3829601,5503241,9078522
417.71,775.07,1133.34,7659202,14211684,20780862
759.99,1282.85,1653.10,3829601,6464304,8329992
343.97,705.50,958.48,8955569,18368474,24955099
846.32,1137.78,1565.85,3829601,5148440,7085470
687.29,1110.86,1441.51,3829601,6189698,8032100
1004.88,1363.71,1778.80,3829601,5197105,6778990
634.46,943.96,1399.94,3829601,5697749,8450020
515.22,922.80,1210.83,3829601,6859173,9000097
855.78,916.60,1531.35,3829601,4101796,6852778
1716.37,3044.88,4240.37,7794034,13826799,19255521
351.70,785.48,1072.42,8935736,19956623,27246877
493.48,847.65,1131.22,3864407,6637968,8858604
383.69,752.81,988.29,3829601,7513814,9864161
724.29,1284.90,1789.38,7794034,13826799,19255521
1656.89,2939.37,4093.44,7794034,13826799,19255521
915.49,1213.58,1798.93,3829501,5076402,7524924
786.53,920.62,1625.21,3829619,4482523,7913151
384.56,597.19,829.51,5106135,7929444,11014291
1167.65,2071.43,2884.72,7794034,13826799,19255521
582.98,706.86,1171.61,3829601,4643365,7696299
836.80,1267.76,1664.53,3568118,5405738,7097553
552.31,998.37,1173.49,5106135,9229955,10848870
439.82,805.06,969.50,6382669,11683035,14069334
1670.75,2963.94,4127.66,7794034,13826799,19255521
304.20,716.12,910.65,11488803,27045612,34392605
754.75,967.61,1436.26,3829601,4909628,7287576
877.14,1064.62,1556.51,3829601,4648127,6795732
1542.95,1652.56,2397.90,3829601,4101664,5951592
243.40,1006.14,1255.69,14041871,58043998,72440978
731.54,890.24,1285.79,3829601,4660413,6731105
855.39,1093.08,1517.71,3829601,4893713,6794803
1330.18,1260.02,1971.42,3829601,3627609,5675705
445.72,673.20,1051.61,3829601,5784171,9035463
459.31,839.97,1779.87,5106135,9337914,19786817
699.47,1072.01,1348.32,3829601,5869279,7382063
490.88,919.94,1244.05,5106135,9569228,12940596
372.96,1257.08,2055.02,3829601,12907701,21100960
870.17,1372.41,2020.49,3829601,6039957,8892177
1015.54,1112.55,1705.70,3829601,4195412,6432182
429.62,804.27,1079.21,3829601,7169282,9620104
429.95,768.27,1022.05,6382669,11404982,15172265
410.59,658.62,944.79,3829601,6142952,8812027
291.27,544.71,709.93,2394562,4478057,5836354
459.64,665.90,1158.07,5106135,7397443,12864977
478.38,875.24,1182.81,5108193,9345776,12630092
669.28,957.22,1419.96,3829601,5477220,8125022
424.69,769.36,1118.15,7659202,13875438,20165821
888.74,1003.16,1467.50,3829601,4322627,6323452
822.51,1186.57,1734.71,3829601,5524682,8076790
872.35,792.05,1597.01,3829601,3477081,7010881
1293.78,1554.85,2331.49,3829601,4602354,6901204
461.94,755.35,1097.43,6382669,10436661,15163201
750.90,992.07,1556.78,3829601,5059582,7939565
92.11,233.76,367.90,3415845,8669075,13643421
1638.43,2906.62,4047.83,7794034,13826799,19255521
712.75,1044.50,1567.76,3829601,5612086,8423589
1725.49,3061.06,4262.90,7794034,13826799,19255521
1441.87,1386.05,2120.36,3829601,3681351,5631674
478.22,1021.44,1256.65,3829601,8179694,10063275
846.69,1315.59,1675.15,3829601,5950414,7576701
1213.65,2153.04,2998.37,7794034,13826799,19255521
991.35,1304.11,1829.48,3829601,5037784,7067265
789.61,1023.28,1537.28,3829601,4962900,7455791
1475.86,2618.22,3646.19,7794034,13826799,19255521
274.38,486.76,677.87,7794034,13826799,19255521
315.28,559.31,778.91,7794034,13826799,19255521
489.97,929.01,1177.45,3829601,7261129,9202975
1495.11,2652.37,3693.75,7794034,13826799,19255521
490.22,802.93,1216.77,3829601,6272518,9505424
859.43,883.05,1393.55,3829601,3934854,6209669
615.69,905.32,1301.71,3829601,5631114,8096645
487.55,756.48,1114.72,5106135,7922614,11674497
317.01,715.17,1035.76,10236087,23092028,33443778
3056.35,2564.64,3833.15,3829601,3213491,4802936
565.76,1184.65,1407.99,3829601,8018888,9530656
494.16,893.23,1257.05,5106135,9229788,12989047
518.14,853.62,1099.80,3829601,6309137,8128642
493.58,971.31,1226.85,5106135,10048224,12691792
941.40,1377.55,1960.06,3829601,5603860,7973537
589.26,1038.11,1444.26,3829601,6746663,9386241
452.46,837.54,1113.86,3829601,7088978,9427670
523.10,850.76,1105.56,3829601,6228409,8093783
966.04,1713.78,2386.65,7794034,13826799,19255521
840.56,914.19,1461.26,3829601,4165039,6657487
949.80,1684.96,2346.52,7794034,13826799,19255521
589.35,890.26,1256.80,3829601,5784884,8166683
1174.72,1414.98,1910.19,3829601,4612837,6227231
286.54,682.61,845.00,10212270,24328173,30115831
1458.34,1410.67,2327.85,3829601,3704413,6112937
575.27,786.36,1262.77,3829601,5234775,8406236
943.49,1082.60,1705.43,3829621,4394287,6922337
1138.75,1259.44,1803.30,3829601,4235511,6064509
766.99,1170.92,1703.05,3829601,5846416,8503306
464.36,793.88,1137.82,6382669,10911882,15639330
923.46,909.47,1608.79,3829601,3771585,6671650
496.90,961.41,1354.10,5106135,9879403,13914732
359.50,556.77,958.70,52380665,81123672,139688003
1714.48,3041.53,4235.71,7794034,13826799,19255521
1276.66,2264.83,3154.06,7794034,13826799,19255521
2074.54,3680.28,5125.24,7794034,13826799,19255521
387.53,981.27,1286.75,7667295,19414415,25458293
2127.77,3774.72,5256.76,7794034,13826799,19255521
306.40,672.54,866.09,11488803,25217553,32475096
1591.03,1528.81,2624.42,3829601,3679841,6316987
1861.48,3302.32,4598.88,7794034,13826799,19255521
226.05,679.12,1193.20,16594938,49856801,87597814
664.28,1178.45,1641.14,7794034,13826799,19255521
433.43,628.21,1059.57,7659202,11101138,18723724
324.31,682.22,941.28,8935736,18797283,25935142
247.73,740.94,936.76,15318405,45815055,57923392
429.20,876.40,1222.13,5106135,10426533,14539652
1496.52,1572.66,2556.00,3829601,4024429,6540810
2526.43,4481.94,6241.66,7794034,13826799,19255521
447.75,978.21,1208.98,3829601,8366616,10340444
455.90,809.97,1119.37,3829601,6803761,9402688
436.27,788.40,1139.14,7659202,13841172,19998816
902.99,1097.68,1976.55,3829601,4655276,8382551
898.33,975.01,1678.60,3829601,4156447,7155878
559.47,887.92,1520.45,3829601,6077836,10407500
610.49,830.57,1200.88,3829601,5210179,7533108
635.41,604.34,1118.78,3829601,3642379,6742909
1009.38,963.66,1696.82,3829601,3656114,6437748
628.22,1120.83,1458.92,3829601,6832596,8893568
700.96,866.45,1314.38,3864407,4776766,7246160
778.85,880.08,1400.13,3829601,4327356,6884452
743.76,932.51,1339.54,3829601,4801471,6897279
1297.49,2301.78,3205.51,7794034,13826799,19255521
1859.93,1737.95,2752.65,3829601,3578430,5667710
1049.78,930.38,1662.34,3829601,3394015,6064201
887.92,1042.06,1726.33,3829601,4494425,7445659
1247.83,1394.17,2044.94,3829601,4278694,6275910
1400.04,2483.71,3458.87,7794034,13826799,19255521
608.07,980.21,1361.08,3829601,6173343,8572110
2758.95,4894.44,6816.11,7794034,13826799,19255521
805.55,1159.04,1446.48,3829601,5510055,6876565
861.55,988.58,1616.28,3829601,4394260,7184385
682.88,1190.91,1523.60,3829601,6678632,8544366
621.99,773.60,1351.50,3829601,4763061,8321213
823.39,1120.01,1472.58,3829601,5209165,6848948
522.03,956.48,1250.59,3829601,7016730,9174344
391.82,634.90,1109.80,7659202,12411119,21694422
743.90,1079.29,1472.59,3829601,5556183,7580875
1035.03,1265.38,1883.43,3829601,4681906,6968708
581.03,766.14,1162.93,3829601,5049640,7664855
674.82,1238.22,1529.21,3829601,7026885,8678272
865.06,1206.95,1598.73,3829601,5343147,7077570
1495.35,1141.69,2230.27,3829601,2923860,5711734
1814.98,1807.86,2715.19,3829601,3814591,5729060
1286.83,1245.64,2119.91,3829601,3707026,6308854
422.37,725.81,1073.11,7659202,13161803,19459809
571.45,1013.77,1411.80,7794034,13826799,19255521
315.91,669.19,880.52,10212270,21632844,28464601
1075.73,1613.76,2189.02,3829601,5744994,7792926
1893.59,3359.28,4678.21,7794034,13826799,19255521
810.27,1437.45,2001.82,7794034,13826799,19255521
450.12,826.59,1178.13,6382669,11720985,16705819
422.81,804.10,1188.91,5106232,9711160,14358472
846.88,933.78,1629.94,3829601,4222547,7370603
614.80,777.42,1145.23,3829601,4842548,7133622
1391.07,1255.87,2253.36,3829603,3457417,6203499
1461.68,1436.36,2188.85,3829601,3763272,5734780
337.01,903.39,1554.35,274404974,735568895,1265602236
269.35,790.61,977.91,11488803,33722883,41711957
380.13,1209.07,1941.29,7659202,24361524,39115032
372.24,723.16,964.50,7566246,14698978,19604428
766.62,1124.14,1476.20,3766395,5522918,7252590
883.21,926.33,1535.02,3829601,4016587,6655852
1282.52,1650.09,2270.39,3829601,4927168,6779370
1244.99,1257.04,2009.85,3829601,3866663,6182304
894.77,991.57,1677.57,3829601,4243938,7179993
577.34,812.27,1226.65,6370995,8963409,13536051
329.16,712.08,1075.88,17520236,37901684,57265834
718.74,1275.06,1775.68,7794034,13826799,19255521
1687.45,2111.21,2633.24,5028613,6291413,7847061
589.60,855.46,1321.65,7963744,11554649,17851553
980.96,1216.19,1824.50,4778246,5924079,8887124
517.76,1834.71,2210.87,6370995,22576158,27204711
551.65,826.78,1242.98,6370986,9548529,14355149
691.80,1242.05,1587.18,4778246,8578837,10962640
366.54,949.25,1112.53,12742066,32998938,38674878
440.42,1552.22,2271.61,11149241,39294445,57505924
492.96,1263.28,1782.34,6370995,16326672,23034982
839.06,1488.51,2072.94,7794034,13826799,19255521
557.36,1358.71,2069.96,4778246,11648180,17745742
461.06,887.87,1249.31,11149241,21470376,30210898
1973.17,3500.46,4874.82,7794034,13826799,19255521
934.50,1355.31,1846.26,4778118,6929712,9439938
1970.41,2562.27,3618.21,4778245,6213512,8774153
506.17,776.64,1190.56,4778246,7331458,11238906
550.31,1038.45,1343.71,6370995,12022155,15556152
794.26,603.05,1318.60,4778246,3627970,7932676
1444.45,1643.20,2410.13,4778246,5435712,7972717
304.79,537.56,1012.26,19112984,33710119,63477549
633.52,932.48,1273.64,6503745,9572870,13075168
373.57,919.97,1266.28,11549241,28441680,39148337
488.17,1177.35,1402.46,9556492,23047741,27454589
596.18,1081.84,1191.29,4429046,8037021,8850110
798.41,1416.39,1972.50,7794034,13826799,19255521
280.49,859.03,1079.28,19112984,58535117,73543500
583.64,1150.94,1382.13,6370995,12563700,15087365
884.04,1364.16,1610.16,4778246,7373301,8702929
1001.31,1659.62,2108.43,4778246,7919720,10061451
599.75,884.72,1289.38,4778246,7048540,10272499
336.09,670.77,961.29,14335076,28609861,41000904
736.02,1275.20,1680.28,4778246,8278566,10908400
261.26,817.09,1160.63,52892918,165425330,234975926
913.45,1052.10,1712.58,4778259,5503536,8958484
820.72,1044.18,1621.64,4778246,6079245,9441209
608.21,709.49,1050.63,6370995,7431864,11005347
388.97,953.68,1290.10,9556492,23430940,31696439
1359.27,2411.37,3358.13,7794034,13826799,19255521
1678.73,1740.67,2522.10,4791107,4967877,7198070
521.91,790.11,1050.02,4675782,7078572,9407136
1593.00,1646.96,2515.36,4578272,4733375,7229140
1128.81,1388.26,2046.08,4778246,5876502,8661062
3610.02,6404.26,8918.72,7794034,13826799,19255521
425.09,1191.39,1837.13,9556492,26783692,41300560
514.87,1206.48,1806.49,6370995,14928996,22353446
508.70,874.67,1481.31,4778246,8215795,13913963
628.35,1114.70,1552.36,7794034,13826799,19255521
523.46,1698.98,2043.24,6370995,20678252,24868216
574.75,979.60,1471.60,7963764,13573305,20390537
2300.55,2255.93,3182.26,4778246,4685572,6609557
689.30,1160.33,1518.96,4778246,8043393,10529401
858.78,1688.10,2101.70,4778246,9392607,11693867
602.93,1197.14,1281.24,4778246,9487357,10153843
702.58,1119.84,1609.84,4778246,7616045,10948490
893.97,1674.30,1779.62,4778246,8949137,9512092
530.27,1043.13,1493.04,4778246,9399604,13453740
883.34,1161.71,1638.23,4877809,6414988,9046328
2989.66,5303.72,7386.08,7794034,13826799,19255521
589.64,865.24,1304.04,7963744,11685934,17612340
525.96,696.77,1088.60,6370995,8439928,13186237
395.38,725.16,1073.92,12741990,23369848,34609091
1837.08,2454.93,3524.42,4778246,6385266,9167009
815.71,1223.03,1668.09,4786563,7176740,9788328
540.16,1160.70,1303.63,9556492,20535187,23063847
1333.96,1733.98,2345.41,4778251,6211131,8401270
764.06,1127.35,1517.17,4757824,7019998,9447426
683.68,974.85,1123.08,4778246,6813221,7849224
1790.95,2098.54,2933.39,4778246,5598897,7826290
569.53,987.80,1402.07,7963744,13812426,19605197
632.10,1148.75,1474.96,4781237,8689152,11156607
613.72,1221.78,1371.46,6370995,12683304,14237154
1036.05,1179.22,1749.09,4778246,5438567,8066815
1315.34,1691.69,2084.28,4778615,6145903,7572183
523.27,1301.08,1577.04,5028581,12503421,15155311
275.14,939.01,1218.51,19112984,65230274,84646509
385.09,1307.72,2265.34,11149941,37863584,65590737
1351.31,1504.87,2222.62,4778246,5321222,7859170
578.15,968.12,1244.60,4778436,8001527,10286615
581.44,867.90,1188.18,4778246,7132372,9764455
457.64,1058.48,1424.73,4778246,11051609,14875612
1140.94,1489.38,2055.84,4778246,6237533,8609837
558.22,738.00,1264.60,6370995,8422811,14432858
481.34,875.45,1257.64,9956492,18108650,26014220
2113.33,2076.83,3324.31,4778246,4695723,7516255
