Sigla,Codigo,Municipio,pop,fundo_municipal,desp_orcament,receita,superavit,fundo_municipal_PC,desp_orcament_PC ,receita_PC,,
PB,2502607,Igaracy,6.156,4.682.740,5.852.909,9.288.339,3.435.430,760.68,950.76,1508.83,,
PB,2502706,Borborema,5.111,4.682.740,5.998.486,8.535.333,2.536.847,916.21,1173.64,1669.99,,
PB,2502805,Brejo do Cruz,13.123,6.243.653,12.636.356,15.001.666,2.365.310,475.78,962.92,1143.16,,
PB,2502904,Brejo dos Santos,6.198,4.682.740,6.024.279,8.870.273,2.845.994,755.52,971.97,1431.15,,
PB,2503001,Caaporã,20.362,9.365.480,25.113.033,34.543.744,9.430.711,459.95,1233.33,1696.48,,
PB,2503100,Cabaceiras,5.035,4.682.740,4.753.687,8.398.877,3.645.190,930.04,944.13,1668.10,,
PB,2503209,Cabedelo,57.944,17.170.047,86.975.574,124.097.646,37.122.072,296.32,1501.03,2141.68,,
PB,2503308,Cachoeira dos Índios,9.546,4.717.461,10.551.452,12.726.740,2.175.288,494.18,1105.33,1333.20,,
PB,2503407,Cacimba de Areia,3.557,4.682.740,5.673.091,7.595.458,1.922.367,1316.49,1594.91,2135.36,,
PB,2503506,Cacimba de Dentro,16.748,9.433.439,14.158.444,19.717.960,5.559.516,563.26,845.38,1177.33,,
PB,2503555,Cacimbas,6.814,4.682.740,8.344.221,12.068.128,3.723.907,687.22,1224.57,1771.08,,
PB,2503605,Caiçara,7.220,4.682.740,7.144.262,9.747.760,2.603.498,648.58,989.51,1350.11,,
PB,2503704,Cajazeiras,58.446,17.172.578,43.572.846,57.546.913,13.974.067,293.82,745.52,984.62,,
PB,2503753,Cajazeirinhas,3.033,4.716.719,5.449.696,7.601.965,2.152.269,1555.13,1796.80,2506.42,,
PB,2503803,Caldas Brandão,5.637,7.794.034,13.826.799,19.255.521,5.428.722,1382.66,2452.86,3415.92,,
PB,2503902,Camalaú,5.749,4.682.740,7.133.792,8.566.963,1.433.171,814.53,1240.88,1490.17,,
PB,2504009,Campina Grande,385.213,59.344.791,297.750.623,447.906.379,150.155.756,154.06,772.95,1162.75,,
PB,2504033,Capim,5.601,4.682.740,6.618.415,8.893.351,2.274.936,836.05,1181.65,1587.81,,
PB,2504074,Caraúbas,3.899,4.682.740,6.039.512,7.855.855,1.816.343,1201.01,1548.99,2014.84,,
PB,2504108,Carrapateira,2.378,4.531.161,5.627.166,6.911.253,1.284.087,1905.45,2366.34,2906.33,,
PB,2504157,Casserengue,7.058,4.682.740,7.502.594,9.963.260,2.460.666,663.47,1062.99,1411.63,,
PB,2504207,Catingueira,4.812,4.682.740,5.532.991,7.825.770,2.292.779,973.14,1149.83,1626.30,,
PB,2504306,Catolé do Rocha,28.759,10.926.393,21.140.224,28.645.871,7.505.647,379.93,735.08,996.07,,
PB,2504355,Caturité,4.543,4.682.740,5.867.843,8.574.944,2.707.101,1030.76,1291.62,1887.51,,
PB,2504405,Conceição,18.363,9.365.480,17.352.560,19.774.632,2.422.072,510.02,944.97,1076.87,,
PB,2504504,Condado,6.584,4.682.740,7.904.391,8.601.868,697.477,711.23,1200.55,1306.48,,
PB,2504603,Conde,21.400,9.365.480,23.816.763,35.870.381,12.053.618,437.64,1112.93,1676.19,,
PB,2504702,Congo,4.687,4.682.740,6.013.578,8.199.120,2.185.542,999.09,1283.03,1749.33,,
PB,2504801,Coremas,15.149,7.804.567,11.513.480,16.164.736,4.651.256,515.19,760.02,1067.05,,
PB,2504850,Coxixola,1.771,4.682.740,4.331.615,6.160.923,1.829.308,2644.12,2445.86,3478.78,,
PB,2504900,Cruz do Espírito Santo,16.257,7.804.567,12.921.518,18.734.271,5.812.753,480.07,794.83,1152.38,,
PB,2505006,Cubati,6.866,7.794.034,13.826.799,19.255.521,5.428.722,1135.16,2013.81,2804.47,,
PB,2505105,Cuité,19.978,9.365.480,17.665.570,21.737.902,4.072.332,468.79,884.25,1088.09,,
PB,2505204,Cuitegi,6.889,4.682.740,5.991.771,9.166.640,3.174.869,679.74,869.76,1330.62,,
PB,2505238,Cuité de Mamanguape,6.202,4.680.583,9.242.812,10.898.910,1.656.098,754.69,1490.30,1757.32,,
PB,2505279,Curral de Cima,5.209,4.682.740,6.531.530,9.277.496,2.745.966,898.97,1253.89,1781.05,,
PB,2505303,Curral Velho,2.505,4.682.740,4.433.302,7.228.128,2.794.826,1869.36,1769.78,2885.48,,
PB,2505352,Damião,4.900,4.682.740,7.222.082,9.361.352,2.139.270,955.66,1473.89,1910.48,,
PB,2505402,Desterro,7.991,4.682.740,7.854.350,9.505.009,1.650.659,586.00,982.90,1189.46,,
PB,2505501,Vista Serrana,3.512,4.682.740,4.754.677,7.061.283,2.306.606,1333.35,1353.84,2010.62,,
PB,2505600,Diamante,6.616,4.682.740,7.226.610,9.238.100,2.011.490,707.79,1092.29,1396.33,,
PB,2505709,Dona Inês,10.517,6.168.984,10.460.784,14.325.076,3.864.292,586.57,994.65,1362.09,,
PB,2505808,Duas Estradas,3.638,4.716.719,5.844.809,8.235.275,2.390.466,1296.51,1606.60,2263.68,,
PB,2505907,Emas,3.317,4.682.740,5.737.149,7.225.956,1.488.807,1411.74,1729.62,2178.46,,
PB,2506004,Esperança,31.095,12.487.307,24.263.663,34.594.318,10.330.655,401.59,780.31,1112.54,,
PB,2506103,Fagundes,11.405,6.243.653,10.652.898,13.562.998,2.910.100,547.45,934.06,1189.22,,
PB,2506202,Frei Martinho,2.933,4.682.740,5.797.441,7.140.993,1.343.552,1596.57,1976.62,2434.71,,
PB,2506251,Gado Bravo,8.376,4.682.741,8.258.094,11.081.509,2.823.415,559.07,985.92,1323.01,,
PB,2506301,Guarabira,55.326,17.170.057,33.906.351,55.987.787,22.081.436,310.34,612.85,1011.96,,
PB,2506400,Gurinhém,13.872,7.804.567,12.695.603,16.312.963,3.617.360,562.61,915.20,1175.96,,
PB,2506509,Gurjão,3.159,4.682.650,4.795.384,7.223.410,2.428.026,1482.32,1518.01,2286.61,,
PB,2506608,Ibiara,6.031,4.710.988,5.301.967,8.140.274,2.838.307,781.13,879.12,1349.74,,
PB,2506707,Imaculada,11.352,7.794.034,13.826.799,19.255.521,5.428.722,686.58,1218.01,1696.22,,
PB,2506806,Ingá,18.180,9.365.480,17.173.974,19.398.086,2.224.112,515.15,944.66,1067.00,,
PB,2506905,Itabaiana,24.481,10.926.393,10.776.365,18.503.189,7.726.824,446.32,440.19,755.82,,
PB,2507002,Itaporanga,23.192,9.365.480,14.347.148,22.047.497,7.700.349,403.82,618.62,950.65,,
PB,2507101,Itapororoca,16.997,7.861.199,14.956.539,17.778.381,2.821.842,462.51,879.95,1045.97,,
PB,2507200,Itatuba,10.201,4.682.740,8.548.674,10.331.646,1.782.972,459.05,838.02,1012.81,,
PB,2507309,Jacaraú,13.942,7.804.567,13.489.043,17.156.342,3.667.299,559.79,967.51,1230.55,,
PB,2507408,Jericó,7.538,4.682.740,7.604.913,9.994.471,2.389.558,621.22,1008.88,1325.88,,
PB,2507507,João Pessoa,723.515,219.552.774,740.412.734,1.146.739.454,406.326.720,303.45,1023.36,1584.96,,
PB,2507606,Juarez Távora,7.459,4.682.740,6.697.454,9.698.193,3.000.739,627.80,897.90,1300.20,,
PB,2507705,Juazeirinho,16.776,7.804.567,13.658.781,19.114.641,5.455.860,465.22,814.19,1139.40,,
PB,2507804,Junco do Seridó,6.643,4.682.860,6.000.850,9.162.546,3.161.696,704.93,903.33,1379.28,,
PB,2507903,Juripiranga,10.237,6.243.653,9.470.370,12.233.324,2.762.954,609.91,925.11,1195.01,,
PB,2508000,Juru,9.826,6.213.775,8.728.448,12.085.811,3.357.363,632.38,888.30,1229.98,,
PB,2508109,Lagoa,4.681,4.682.740,5.852.069,8.926.581,3.074.512,1000.37,1250.17,1906.98,,
PB,2508208,Lagoa de Dentro,7.370,4.682.740,7.906.351,10.736.667,2.830.316,635.38,1072.77,1456.81,,
PB,2508307,Lagoa Seca,25.900,10.927.018,21.605.714,26.380.280,4.774.566,421.89,834.20,1018.54,,
PB,2508406,Lastro,2.841,4.682.740,7.945.589,7.896.300,-49.289,1648.27,2796.76,2779.41,,
PB,2508505,Livramento,7.164,4.680.050,7.669.679,9.675.684,2.006.005,653.27,1070.59,1350.60,,
PB,2508554,Logradouro,3.942,4.682.740,4.930.670,7.591.812,2.661.142,1187.91,1250.80,1925.88,,
PB,2508604,Lucena,11.730,6.243.653,8.094.136,14.072.443,5.978.307,532.28,690.04,1199.70,,
PB,2508703,Mãe d'Água,4.019,4.682.740,5.343.396,7.823.877,2.480.481,1165.15,1329.53,1946.72,,
PB,2508802,Malta,5.613,4.682.740,5.758.582,7.948.966,2.190.384,834.27,1025.94,1416.17,,
PB,2508901,Mamanguape,42.303,14.048.220,31.862.177,41.045.665,9.183.488,332.09,753.19,970.28,,
PB,2509008,Manaíra,10.759,6.243.659,9.097.298,11.962.517,2.865.219,580.32,845.55,1111.86,,
PB,2509057,Marcação,7.609,4.682.762,7.236.539,12.382.201,5.145.662,615.42,951.05,1627.31,,
PB,2509107,Mari,21.176,9.365.480,17.208.178,21.705.404,4.497.226,442.27,812.63,1025.00,,
PB,2509156,Marizópolis,6.173,4.720.845,6.767.230,10.016.195,3.248.965,764.76,1096.26,1622.58,,
PB,2509206,Massaranduba,12.902,6.243.653,10.210.463,14.048.393,3.837.930,483.93,791.39,1088.85,,
PB,2509305,Mataraca,7.407,4.716.719,12.813.744,16.267.441,3.453.697,636.79,1729.95,2196.23,,
PB,2509339,Matinhas,4.321,4.682.740,4.674.685,8.015.691,3.341.006,1083.72,1081.85,1855.05,,
PB,2509370,Mato Grosso,2.702,4.682.740,5.518.852,6.937.375,1.418.523,1733.06,2042.51,2567.50,,
PB,2509396,Maturéia,5.939,4.682.740,7.165.183,9.338.016,2.172.833,788.47,1206.46,1572.32,,
PB,2509404,Mogeiro,12.491,6.243.653,9.699.339,13.937.579,4.238.240,499.85,776.51,1115.81,,
PB,2509503,Montadas,4.990,4.682.740,6.353.153,8.684.113,2.330.960,938.42,1273.18,1740.30,,
PB,2509602,Monte Horebe,4.508,4.682.740,5.462.278,7.582.178,2.119.900,1038.76,1211.69,1681.94,,
PB,2509701,Monteiro,30.852,12.487.307,23.063.691,33.498.711,10.435.020,404.75,747.56,1085.79,,
PB,2509800,Mulungu,9.469,4.682.722,8.050.025,10.199.501,2.149.476,494.53,850.15,1077.15,,
PB,2509909,Natuba,10.566,6.243.653,8.111.511,12.388.479,4.276.968,590.92,767.70,1172.49,,
PB,2510006,Nazarezinho,7.280,4.682.740,7.128.106,9.403.776,2.275.670,643.23,979.14,1291.73,,
PB,2510105,Nova Floresta,10.533,6.243.653,8.734.140,11.673.232,2.939.092,592.77,829.22,1108.25,,
PB,2510204,Nova Olinda,6.070,4.682.740,7.062.385,8.933.585,1.871.200,771.46,1163.49,1471.76,,
PB,2510303,Nova Palmeira,4.361,4.682.740,7.153.686,8.209.151,1.055.465,1073.78,1640.38,1882.40,,
PB,2510402,Olho d'Água,6.931,4.682.740,6.132.820,8.926.727,2.793.907,675.62,884.84,1287.94,,
PB,2510501,Olivedos,3.627,4.661.580,5.053.677,7.655.309,2.601.632,1285.24,1393.35,2110.64,,
PB,2510600,Ouro Velho,2.928,7.794.034,13.826.799,19.255.521,5.428.722,2661.90,4722.27,6576.34,,
PB,2510659,Parari,1.256,4.682.740,4.660.805,6.551.219,1.890.414,3728.30,3710.83,5215.94,,
PB,2510709,Passagem,2.233,4.682.740,4.512.183,6.884.183,2.372.000,2097.06,2020.68,3082.93,,
PB,2510808,Patos,100.674,23.413.700,86.891.672,95.616.180,8.724.508,232.57,863.10,949.76,,
PB,2510907,Paulista,11.788,6.243.653,8.946.125,13.134.081,4.187.956,529.66,758.92,1114.19,,
PB,2511004,Pedra Branca,3.721,4.682.740,5.185.694,7.738.675,2.552.981,1258.46,1393.63,2079.73,,
PB,2511103,Pedra Lavrada,7.475,4.684.012,9.332.609,11.658.737,2.326.128,626.62,1248.51,1559.70,,
PB,2511202,Pedras de Fogo,27.032,10.926.393,19.026.203,29.349.076,10.322.873,404.20,703.84,1085.72,,
PB,2511301,Piancó,15.465,7.733.950,19.801.453,24.276.694,4.475.241,500.09,1280.40,1569.78,,
PB,2511400,Picuí,18.222,9.365.480,17.357.468,24.249.606,6.892.138,513.97,952.56,1330.79,,
PB,2511509,Pilar,11.191,6.243.653,6.988.338,10.762.101,3.773.763,557.92,624.46,961.67,,
PB,2511608,Pilões,6.978,4.682.740,8.061.655,10.726.864,2.665.209,671.07,1155.30,1537.24,,
PB,2511707,Pilõezinhos,5.155,4.682.740,5.824.919,8.467.408,2.642.489,908.39,1129.96,1642.56,,
PB,2511806,Pirpirituba,10.326,6.243.653,7.682.641,11.967.679,4.285.038,604.65,744.01,1158.98,,
PB,2511905,Pitimbu,17.024,7.794.034,13.826.799,19.255.521,5.428.722,457.83,812.19,1131.08,,
PB,2512002,Pocinhos,17.032,7.804.567,13.861.574,18.816.572,4.954.998,458.23,813.85,1104.78,,
PB,2512036,Poço Dantas,3.751,4.682.740,5.886.606,10.312.034,4.425.428,1248.40,1569.34,2749.14,,
PB,2512077,Poço de José de Moura,3.978,4.682.740,6.850.680,9.400.995,2.550.315,1177.16,1722.14,2363.25,,
PB,2512101,Pombal,32.110,12.487.307,27.755.038,30.430.587,2.675.549,388.89,864.37,947.70,,
PB,2512200,Prata,3.854,4.682.740,5.478.732,7.361.193,1.882.461,1215.03,1421.57,1910.01,,
PB,2512309,Princesa Isabel,21.283,9.365.480,20.712.078,22.024.053,1.311.975,440.05,973.17,1034.82,,
PB,2512408,Puxinanã,12.923,7.794.034,13.826.799,19.255.521,5.428.722,603.11,1069.94,1490.02,,
PB,2512507,Queimadas,41.049,14.048.220,33.788.475,38.994.267,5.205.792,342.23,823.13,949.94,,
PB,2512606,Quixabá,1.699,4.682.698,4.517.946,6.832.001,2.314.055,2756.15,2659.18,4021.19,,
PB,2512705,Remígio,17.581,9.365.480,16.362.087,20.201.457,3.839.370,532.70,930.67,1149.05,,
PB,2512721,Pedro Régis,5.765,4.682.740,7.755.963,8.977.213,1.221.250,812.27,1345.35,1557.19,,
PB,2512747,Riachão,3.266,4.682.740,5.022.105,7.571.257,2.549.152,1433.78,1537.69,2318.20,,
PB,2512754,Riachão do Bacamarte,4.264,4.682.740,5.964.442,8.112.902,2.148.460,1098.20,1398.79,1902.65,,
PB,2512762,Riachão do Poço,4.164,4.682.740,5.975.322,8.430.963,2.455.641,1124.58,1435.00,2024.73,,
PB,2512788,Riacho de Santo Antônio,1.722,4.682.740,5.508.852,6.714.414,1.205.562,2719.36,3199.10,3899.20,,
PB,2512804,Riacho dos Cavalos,8.314,4.682.740,7.981.556,9.382.254,1.400.698,563.24,960.01,1128.49,,
PB,2512903,Rio Tinto,22.976,10.926.393,22.172.077,27.728.891,5.556.814,475.56,965.01,1206.86,,
PB,2513000,Salgadinho,3.508,4.682.740,5.163.934,7.442.968,2.279.034,1334.87,1472.05,2121.71,,
PB,2513109,Salgado de São Félix,11.976,6.243.653,7.109.456,11.370.994,4.261.538,521.35,593.64,949.48,,
PB,2513158,Santa Cecília,6.658,4.682.740,7.376.384,9.873.571,2.497.187,703.33,1107.90,1482.96,,
PB,2513208,Santa Cruz,6.471,4.682.740,5.915.913,8.355.874,2.439.961,723.65,914.22,1291.28,,
PB,2513307,Santa Helena,5.369,4.682.740,7.510.691,8.898.335,1.387.644,872.18,1398.90,1657.35,,
PB,2513356,Santa Inês,3.539,7.794.034,13.826.799,19.255.521,5.428.722,2202.33,3906.98,5440.95,,
PB,2513406,Santa Luzia,14.719,7.804.567,12.470.451,15.411.277,2.940.826,530.24,847.23,1047.03,,
PB,2513505,Santana de Mangueira,5.331,4.682.740,6.617.478,8.621.437,2.003.959,878.40,1241.32,1617.23,,
PB,2513604,Santana dos Garrotes,7.266,7.794.034,13.826.799,19.255.521,5.428.722,1072.67,1902.95,2650.09,,
PB,2513653,Santarém,2.615,4.682.740,6.306.467,8.764.018,2.457.551,1790.72,2411.65,3351.44,,
PB,2513703,Santa Rita,120.310,26.535.527,84.202.031,122.232.641,38.030.610,220.56,699.88,1015.98,,
PB,2513802,Santa Teresinha,4.581,4.682.740,5.647.553,8.185.957,2.538.404,1022.21,1232.82,1786.94,,
PB,2513851,Santo André,2.638,4.683.085,3.943.506,6.507.086,2.563.580,1775.24,1494.88,2466.67,,
PB,2513901,São Bento,30.879,10.926.393,29.918.128,31.965.170,2.047.042,353.85,968.88,1035.18,,
PB,2513927,São Bentinho,4.138,4.682.740,3.820.373,7.219.138,3.398.765,1131.64,923.24,1744.60,,
PB,2513943,São Domingos do Cariri,2.420,7.794.034,13.826.799,19.255.521,5.428.722,3220.68,5713.55,7956.83,,
PB,2513968,São Domingos de Pombal,2.855,4.682.740,5.460.319,7.205.012,1.744.693,1640.19,1912.55,2523.65,,
PB,2513984,São Francisco,3.364,4.682.740,4.744.663,7.381.923,2.637.260,1392.02,1410.42,2194.39,,
PB,2514008,São João do Cariri,4.344,4.682.740,5.010.455,7.305.978,2.295.523,1077.98,1153.42,1681.85,,
PB,2514107,São João do Tigre,4.396,4.682.740,5.159.239,8.340.232,3.180.993,1065.23,1173.62,1897.23,,
PB,2514206,São José da Lagoa Tapada,7.564,4.682.740,9.208.525,9.147.602,-60.923,619.08,1217.41,1209.36,,
PB,2514305,São José de Caiana,6.010,4.682.740,7.070.506,8.521.782,1.451.276,779.16,1176.46,1417.93,,
PB,2514404,São José de Espinharas,4.760,4.682.740,5.972.092,8.216.142,2.244.050,983.77,1254.64,1726.08,,
PB,2514453,São José dos Ramos,5.508,7.794.034,13.826.799,19.255.521,5.428.722,1415.04,2510.31,3495.92,,
PB,2514503,São José de Piranhas,19.096,9.365.480,14.319.668,18.924.394,4.604.726,490.44,749.88,991.01,,
PB,2514552,São José de Princesa,4.219,4.682.740,5.782.233,7.443.017,1.660.784,1109.92,1370.52,1764.17,,
PB,2514602,São José do Bonfim,3.233,4.682.740,4.275.830,7.220.883,2.945.053,1448.42,1322.56,2233.49,,
PB,2514651,São José do Brejo do Cruz,1.684,4.682.740,4.826.064,6.965.632,2.139.568,2780.72,2865.83,4136.36,,
PB,2514701,São José do Sabugi,4.010,4.716.719,5.650.032,7.577.316,1.927.284,1176.24,1408.99,1889.60,,
PB,2514800,São José dos Cordeiros,3.985,4.682.740,4.350.341,6.931.833,2.581.492,1175.09,1091.68,1739.48,,
PB,2514909,São Mamede,7.748,4.682.740,8.236.704,9.753.473,1.516.769,604.38,1063.07,1258.84,,
PB,2515005,São Miguel de Taipu,6.696,4.682.740,5.966.785,9.716.130,3.749.345,699.33,891.10,1451.03,,
PB,2515104,São Sebastião de Lagoa de Roça,11.041,6.243.653,12.355.085,13.461.598,1.106.513,565.50,1119.02,1219.24,,
PB,2515203,São Sebastião do Umbuzeiro,3.235,4.682.662,3.711.828,7.064.412,3.352.584,1447.50,1147.40,2183.74,,
PB,2515302,Sapé,50.143,15.609.133,21.243.975,35.695.675,14.451.700,311.29,423.67,711.88,,
PB,2515401,Seridó,10.230,4.625.908,8.454.236,11.106.430,2.652.194,452.19,826.42,1085.67,,
PB,2515500,Serra Branca,12.973,6.243.653,11.519.415,14.210.750,2.691.335,481.28,887.95,1095.41,,
PB,2515609,Serra da Raiz,3.204,4.682.881,5.105.512,7.076.784,1.971.272,1461.57,1593.48,2208.73,,
PB,2515708,Serra Grande,2.975,4.682.740,4.432.009,7.968.448,3.536.439,1574.03,1489.75,2678.47,,
PB,2515807,Serra Redonda,7.050,4.682.740,6.765.032,9.122.580,2.357.548,664.22,959.58,1293.98,,
PB,2515906,Serraria,6.238,4.682.740,5.656.103,8.740.136,3.084.033,750.68,906.72,1401.11,,
PB,2515930,Sertãozinho,4.395,4.682.740,6.107.005,9.103.853,2.996.848,1065.47,1389.53,2071.41,,
PB,2515971,Sobrado,7.373,4.682.740,7.674.236,9.834.413,2.160.177,635.12,1040.86,1333.84,,
PB,2516003,Solânea,26.693,10.926.393,18.541.784,24.895.166,6.353.382,409.34,694.63,932.65,,
PB,2516102,Soledade,13.739,7.804.567,14.060.570,17.716.411,3.655.841,568.06,1023.41,1289.50,,
PB,2516151,Sossêgo,3.169,4.682.740,5.468.779,7.177.750,1.708.971,1477.67,1725.71,2264.99,,
PB,2516201,Sousa,65.803,18.730.960,50.473.691,65.651.023,15.177.332,284.65,767.04,997.69,,
PB,2516300,Sumé,16.060,9.365.480,16.796.217,20.056.535,3.260.318,583.16,1045.84,1248.85,,
PB,2516409,Campo de Santana,10.262,4.682.740,7.862.279,10.230.352,2.368.073,456.32,766.15,996.92,,
PB,2516508,Taperoá,14.936,7.804.567,12.059.495,16.538.514,4.479.019,522.53,807.41,1107.29,,
PB,2516607,Tavares,14.103,7.412.226,14.513.993,16.610.409,2.096.416,525.58,1029.14,1177.79,,
PB,2516706,Teixeira,14.153,7.804.567,13.294.930,16.382.042,3.087.112,551.44,939.37,1157.50,,
PB,2516755,Tenório,2.813,4.682.740,4.527.664,7.525.359,2.997.695,1664.68,1609.55,2675.21,,
PB,2516805,Triunfo,9.220,4.682.740,6.905.927,9.826.785,2.920.858,507.89,749.02,1065.81,,
PB,2516904,Uiraúna,14.584,7.804.567,13.374.570,16.185.633,2.811.063,535.15,917.07,1109.82,,
PB,2517001,Umbuzeiro,9.298,4.716.719,8.959.324,11.438.714,2.479.390,507.28,963.58,1230.23,,
PB,2517100,Várzea,2.504,4.682.740,5.262.323,7.022.921,1.760.598,1870.10,2101.57,2804.68,,
PB,2517209,Vieirópolis,5.045,4.682.740,5.205.727,7.776.499,2.570.772,928.19,1031.86,1541.43,,
PB,2517407,Zabelê,2.075,4.682.745,3.458.182,6.570.504,3.112.322,2256.74,1666.59,3166.51,,
PE,2600054,Abreu e Lima,94.429,25.024.476,46.544.247,81.346.821,34.802.574,265.01,492.90,861.46,,
PE,2600104,Afogados da Ingazeira,35.088,13.346.387,25.887.607,36.548.404,10.660.797,380.37,737.79,1041.62,,
PE,2600203,Afrânio,17.586,10.019.709,20.697.058,24.544.496,3.847.438,569.75,1176.91,1395.68,,
PE,2600302,Agrestina,22.679,10.009.791,20.489.785,27.300.943,6.811.158,441.37,903.47,1203.80,,
PE,2600401,Água Preta,33.095,13.346.387,31.023.268,39.631.156,8.607.888,403.28,937.40,1197.50,,
PE,2600500,Águas Belas,40.235,15.014.686,30.810.431,41.357.990,10.547.559,373.17,765.76,1027.91,,
PE,2600609,Alagoinha,13.759,8.341.492,11.855.475,18.297.367,6.441.892,606.26,861.65,1329.85,,
PE,2600708,Aliança,37.415,14.251.358,37.253.516,41.381.405,4.127.889,380.90,995.68,1106.01,,
PE,2600807,Altinho,22.353,7.794.034,13.826.799,19.255.521,5.428.722,348.68,618.57,861.43,,
PE,2600906,Amaraji,21.939,9.948.234,20.675.035,26.360.317,5.685.282,453.45,942.39,1201.53,,
PE,2601003,Angelim,10.202,6.673.194,9.689.665,14.948.154,5.258.489,654.11,949.78,1465.22,,
PE,2601052,Araçoiaba,18.156,7.794.034,13.826.799,19.255.521,5.428.722,429.28,761.56,1060.56,,
PE,2601102,Araripina,77.302,18.163.132,35.422.109,59.680.401,24.258.292,234.96,458.23,772.04,,
PE,2601201,Arcoverde,68.793,20.019.581,48.783.951,64.218.658,15.434.707,291.01,709.14,933.51,,
PE,2601300,Barra de Guabiraba,12.776,8.417.859,15.483.238,18.102.014,2.618.776,658.88,1211.90,1416.88,,
PE,2601409,Barreiros,40.732,15.014.686,32.717.077,41.370.002,8.652.925,368.62,803.23,1015.66,,
PE,2601508,Belém de Maria,11.353,5.004.895,11.783.406,15.053.126,3.269.720,440.84,1037.91,1325.92,,
PE,2601607,Belém de São Francisco,20.253,9.775.881,22.925.504,26.863.417,3.937.913,482.69,1131.96,1326.39,,
PE,2601706,Belo Jardim,72.432,21.687.880,61.873.366,84.389.216,22.515.850,299.42,854.23,1165.08,,
PE,2601805,Betânia,12.003,6.673.194,15.891.421,19.896.437,4.005.016,555.96,1323.95,1657.62,,
PE,2601904,Bezerros,58.668,18.351.283,37.320.649,53.696.000,16.375.351,312.80,636.13,915.25,,
PE,2602001,Bodocó,35.158,13.499.121,33.162.212,40.654.287,7.492.075,383.96,943.23,1156.33,,
PE,2602100,Bom Conselho,45.503,16.682.984,31.751.216,44.774.178,13.022.962,366.63,697.78,983.98,,
PE,2602209,Bom Jardim,37.826,15.014.686,31.281.155,39.002.679,7.721.524,396.94,826.97,1031.11,,
PE,2602308,Bonito,37.566,15.014.686,27.577.000,43.228.625,15.651.625,399.69,734.09,1150.74,,
PE,2602407,Brejão,8.844,5.004.895,11.168.378,13.882.127,2.713.749,565.91,1262.82,1569.67,,
PE,2602506,Brejinho,7.307,5.004.895,8.775.322,10.667.670,1.892.348,684.95,1200.95,1459.92,,
PE,2602605,Brejo da Madre de Deus,45.180,15.014.686,34.622.249,45.749.071,11.126.822,332.33,766.32,1012.60,,
PE,2602704,Buenos Aires,12.537,8.341.492,10.740.681,16.120.080,5.379.399,665.35,856.72,1285.80,,
PE,2602803,Buíque,52.105,18.351.283,34.536.028,52.306.156,17.770.128,352.20,662.82,1003.86,,
PE,2602902,Cabo de Santo Agostinho,185.025,55.867.188,276.252.700,386.257.271,110.004.571,301.94,1493.06,2087.60,,
PE,2603009,Cabrobó,30.873,11.589.537,31.435.053,34.382.408,2.947.355,375.39,1018.21,1113.67,,
PE,2603108,Cachoeirinha,18.819,10.009.791,16.610.579,20.171.230,3.560.651,531.90,882.65,1071.85,,
PE,2603207,Caetés,26.577,7.794.034,13.826.799,19.255.521,5.428.722,293.26,520.25,724.52,,
PE,2603306,Calçado,11.125,6.673.194,10.661.938,14.712.696,4.050.758,599.84,958.38,1322.49,,
PE,2603405,Calumbi,5.648,5.004.895,8.210.058,10.966.943,2.756.885,886.14,1453.62,1941.74,,
PE,2603454,Camaragibe,144.466,54.198.890,90.268.720,157.459.746,67.191.026,375.17,624.84,1089.94,,
PE,2603504,Camocim de São Félix,17.104,8.341.492,14.518.735,19.616.064,5.097.329,487.69,848.85,1146.87,,
PE,2603603,Camutanga,8.156,5.005.232,13.084.203,17.455.615,4.371.412,613.69,1604.24,2140.22,,
PE,2603702,Canhotinho,24.521,11.678.089,21.844.870,28.575.436,6.730.566,476.25,890.86,1165.35,,
PE,2603801,Capoeiras,19.593,10.009.791,17.940.798,24.830.395,6.889.597,510.89,915.67,1267.31,,
PE,2603900,Carnaíba,18.574,10.009.792,19.256.239,23.662.193,4.405.954,538.91,1036.73,1273.94,,
PE,2603926,Carnaubeira da Penha,11.782,6.673.194,12.136.601,15.318.703,3.182.102,566.39,1030.10,1300.18,,
PE,2604007,Carpina,74.858,20.019.581,51.182.874,58.605.763,7.422.889,267.43,683.73,782.89,,
PE,2604106,Caruaru,314.912,56.448.526,207.417.119,319.307.322,111.890.203,179.25,658.65,1013.96,,
PE,2604155,Casinhas,13.766,8.341.632,13.535.087,21.865.198,8.330.111,605.96,983.23,1588.35,,
PE,2604205,Catende,37.820,13.346.387,33.471.153,38.047.052,4.575.899,352.89,885.01,1006.00,,
PE,2604304,Cedro,10.778,6.673.194,9.696.916,16.759.571,7.062.655,619.15,899.70,1554.98,,
PE,2604403,Chã de Alegria,12.404,6.673.194,12.490.115,16.564.232,4.074.117,537.99,1006.94,1335.39,,
PE,2604502,Chã Grande,20.137,10.009.791,21.917.180,29.627.798,7.710.618,497.08,1088.40,1471.31,,
PE,2604601,Condado,24.282,11.678.089,18.667.226,26.412.673,7.745.447,480.94,768.77,1087.75,,
PE,2604700,Correntes,17.419,8.341.492,14.661.041,20.296.338,5.635.297,478.87,841.67,1165.18,,
